,region,contents,year,value
45,Eidsberg (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.7
46,Eidsberg (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.1
47,Eidsberg (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,6.0
48,Skiptvet (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.1
49,Skiptvet (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.7
50,Skiptvet (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.3
51,Skiptvet (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
52,Rakkestad (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,78.7
53,Rakkestad (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.0
54,Rakkestad (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.0
55,Rakkestad (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
56,Råde (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.2
57,Råde (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.6
58,Råde (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,102.5
59,Råde (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,6.0
60,Rygge (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.7
61,Rygge (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.9
62,Rygge (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.2
63,Rygge (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
64,Våler (Østfold) (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.0
65,Våler (Østfold) (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.1
66,Våler (Østfold) (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,90.6
67,Våler (Østfold) (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
68,Hobøl (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.5
69,Hobøl (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.9
70,Hobøl (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.3
71,Hobøl (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
72,Vestby (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,87.8
73,Vestby (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.7
74,Vestby (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.4
75,Vestby (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.5
76,Ski (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.2
77,Ski (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.2
78,Ski (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.0
79,Ski (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
80,Ås (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.3
81,Ås (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.4
82,Ås (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.6
83,Ås (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
84,Frogn (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.1
85,Frogn (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.3
86,Frogn (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.8
87,Frogn (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.5
88,Nesodden (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.9
89,Nesodden (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.9
90,Nesodden (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.1
91,Nesodden (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
92,Oppegård (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.9
93,Oppegård (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.5
94,Oppegård (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.4
95,Oppegård (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
96,Bærum (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,89.9
97,Bærum (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.5
98,Bærum (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.2
99,Bærum (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
100,Asker (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,87.2
101,Asker (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.2
102,Asker (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.2
103,Asker (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.6
104,Aurskog-Høland (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.2
105,Aurskog-Høland (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.5
106,Aurskog-Høland (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.7
107,Aurskog-Høland (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
108,Sørum (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.0
109,Sørum (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.0
110,Sørum (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.2
111,Sørum (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
112,Fet (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.0
113,Fet (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.4
114,Fet (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.3
115,Fet (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.4
116,Rælingen (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.3
117,Rælingen (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.8
118,Rælingen (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.3
119,Rælingen (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
120,Enebakk (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,77.9
121,Enebakk (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.5
122,Enebakk (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,93.3
123,Enebakk (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
124,Lørenskog (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,81.5
125,Lørenskog (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.8
126,Lørenskog (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.5
127,Lørenskog (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
128,Skedsmo (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,78.3
129,Skedsmo (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.7
130,Skedsmo (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,93.9
131,Skedsmo (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
132,Nittedal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,90.3
133,Nittedal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.8
134,Nittedal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.3
135,Nittedal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
136,Gjerdrum (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,99.3
137,Gjerdrum (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,97.0
138,Gjerdrum (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.6
139,Gjerdrum (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
140,Ullensaker (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.4
141,Ullensaker (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.8
142,Ullensaker (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.0
143,Ullensaker (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,6.0
144,Nes (Akershus) (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.6
145,Nes (Akershus) (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.9
146,Nes (Akershus) (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.4
147,Nes (Akershus) (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
148,Eidsvoll (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.7
149,Eidsvoll (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.3
150,Eidsvoll (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.7
151,Eidsvoll (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,6.0
152,Nannestad (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,75.8
153,Nannestad (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,86.7
154,Nannestad (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.1
155,Nannestad (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
156,Hurdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.6
157,Hurdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.3
158,Hurdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.4
159,Hurdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
160,Oslo,Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.0
161,Oslo,Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.3
162,Oslo,Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.4
163,Oslo,"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
164,Kongsvinger (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.7
165,Kongsvinger (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.1
166,Kongsvinger (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.1
167,Kongsvinger (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
168,Hamar (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.1
169,Hamar (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.8
170,Hamar (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.2
171,Hamar (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.6
172,Ringsaker (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.0
173,Ringsaker (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.1
174,Ringsaker (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.7
175,Ringsaker (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
176,Løten (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,76.7
177,Løten (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,85.3
178,Løten (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,90.8
179,Løten (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
180,Stange (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.7
181,Stange (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.1
182,Stange (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.3
183,Stange (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
184,Nord-Odal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,76.8
185,Nord-Odal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.8
186,Nord-Odal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.9
187,Nord-Odal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.7
188,Sør-Odal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,87.7
189,Sør-Odal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.7
190,Sør-Odal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.1
191,Sør-Odal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
192,Eidskog (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,72.4
193,Eidskog (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.3
194,Eidskog (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.1
195,Eidskog (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.6
196,Grue (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,89.1
197,Grue (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.5
198,Grue (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.9
199,Grue (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.1
200,Åsnes (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.8
201,Åsnes (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.2
202,Åsnes (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.2
203,Åsnes (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
204,Våler (Hedmark) (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,87.3
205,Våler (Hedmark) (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.1
206,Våler (Hedmark) (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,93.4
207,Våler (Hedmark) (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,6.1
208,Elverum (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.6
209,Elverum (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.4
210,Elverum (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.5
211,Elverum (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
212,Trysil (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.4
213,Trysil (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.1
214,Trysil (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,99.4
215,Trysil (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.4
216,Åmot (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,95.4
217,Åmot (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,102.2
218,Åmot (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,105.9
219,Åmot (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.2
220,Stor-Elvdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.9
221,Stor-Elvdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,80.5
222,Stor-Elvdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,78.8
223,Stor-Elvdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.5
224,Rendalen (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,65.4
225,Rendalen (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,80.0
226,Rendalen (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,91.2
227,Rendalen (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.4
228,Engerdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,87.5
229,Engerdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,115.6
230,Engerdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,147.6
231,Engerdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.5
232,Tolga (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.7
233,Tolga (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.8
234,Tolga (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.2
235,Tolga (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.2
236,Tynset (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,87.4
237,Tynset (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.1
238,Tynset (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
239,Tynset (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.2
240,Alvdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,72.0
241,Alvdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.8
242,Alvdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.8
243,Alvdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.9
244,Folldal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.7
245,Folldal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,98.1
246,Folldal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,106.5
247,Folldal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.6
248,Os (Hedmark) (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.9
249,Os (Hedmark) (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.9
250,Os (Hedmark) (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,92.3
251,Os (Hedmark) (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.7
252,Lillehammer (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,90.5
253,Lillehammer (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.6
254,Lillehammer (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.7
255,Lillehammer (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
256,Gjøvik (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,90.2
257,Gjøvik (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,97.1
258,Gjøvik (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.9
259,Gjøvik (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
260,Dovre (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,71.8
261,Dovre (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.4
262,Dovre (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.8
263,Dovre (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
264,Lesja (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,75.0
265,Lesja (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.8
266,Lesja (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
267,Lesja (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.1
268,Skjåk (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.8
269,Skjåk (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.8
270,Skjåk (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.1
271,Skjåk (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
272,Lom (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,67.7
273,Lom (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.3
274,Lom (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
275,Lom (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.9
276,Vågå (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,69.2
277,Vågå (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,86.0
278,Vågå (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
279,Vågå (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
280,Nord-Fron (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.0
281,Nord-Fron (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.4
282,Nord-Fron (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
283,Nord-Fron (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.0
284,Sel (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.8
285,Sel (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.3
286,Sel (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.8
287,Sel (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
288,Sør-Fron (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.4
289,Sør-Fron (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.9
290,Sør-Fron (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.8
291,Sør-Fron (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.4
292,Ringebu (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.7
293,Ringebu (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.0
294,Ringebu (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,99.1
295,Ringebu (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.2
296,Øyer (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,79.8
297,Øyer (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.4
298,Øyer (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.0
299,Øyer (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.6
300,Gausdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,81.9
301,Gausdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.6
302,Gausdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.3
303,Gausdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
304,Østre Toten (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.4
305,Østre Toten (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.1
