,region,age,contents,year,value
53,Fredrikstad (1994-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,14.98
54,Fredrikstad (1994-2019),75-79 years,Residents in dwellings,2018,51.0
55,Fredrikstad (1994-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,18.94
56,Fredrikstad (1994-2019),80-84 years,Residents in dwellings,2018,49.0
57,Fredrikstad (1994-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,25.38
58,Fredrikstad (1994-2019),85-89 years,Residents in dwellings,2018,73.0
59,Fredrikstad (1994-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,61.86
60,Fredrikstad (1994-2019),90 years or older,Residents in dwellings,2018,70.0
61,Fredrikstad (1994-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,114.76
62,Fredrikstad (1994-2019),Unknown age,Residents in dwellings,2018,
63,Fredrikstad (1994-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
64,Hvaler (-2019),"Years, total",Residents in dwellings,2018,30.0
65,Hvaler (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,6.52
66,Hvaler (-2019),Under 67 years,Residents in dwellings,2018,
67,Hvaler (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
68,Hvaler (-2019),67-74 years,Residents in dwellings,2018,
69,Hvaler (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
70,Hvaler (-2019),75-79 years,Residents in dwellings,2018,
71,Hvaler (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
72,Hvaler (-2019),80-84 years,Residents in dwellings,2018,
73,Hvaler (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
74,Hvaler (-2019),85-89 years,Residents in dwellings,2018,
75,Hvaler (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
76,Hvaler (-2019),90 years or older,Residents in dwellings,2018,
77,Hvaler (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
78,Hvaler (-2019),Unknown age,Residents in dwellings,2018,
79,Hvaler (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
80,Aremark (-2019),"Years, total",Residents in dwellings,2018,14.0
81,Aremark (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,10.32
82,Aremark (-2019),Under 67 years,Residents in dwellings,2018,
83,Aremark (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
84,Aremark (-2019),67-74 years,Residents in dwellings,2018,
85,Aremark (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
86,Aremark (-2019),75-79 years,Residents in dwellings,2018,
87,Aremark (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
88,Aremark (-2019),80-84 years,Residents in dwellings,2018,
89,Aremark (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
90,Aremark (-2019),85-89 years,Residents in dwellings,2018,
91,Aremark (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
92,Aremark (-2019),90 years or older,Residents in dwellings,2018,
93,Aremark (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
94,Aremark (-2019),Unknown age,Residents in dwellings,2018,
95,Aremark (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
96,Marker (-2019),"Years, total",Residents in dwellings,2018,74.0
97,Marker (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,20.6
98,Marker (-2019),Under 67 years,Residents in dwellings,2018,18.0
99,Marker (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,6.46
100,Marker (-2019),67-74 years,Residents in dwellings,2018,8.0
101,Marker (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,19.66
102,Marker (-2019),75-79 years,Residents in dwellings,2018,11.0
103,Marker (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,65.08
104,Marker (-2019),80-84 years,Residents in dwellings,2018,13.0
105,Marker (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,111.12
106,Marker (-2019),85-89 years,Residents in dwellings,2018,16.0
107,Marker (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,213.34
108,Marker (-2019),90 years or older,Residents in dwellings,2018,8.0
109,Marker (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,205.12
110,Marker (-2019),Unknown age,Residents in dwellings,2018,
111,Marker (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
112,Rømskog (-2019),"Years, total",Residents in dwellings,2018,7.0
113,Rømskog (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,10.4
114,Rømskog (-2019),Under 67 years,Residents in dwellings,2018,
115,Rømskog (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
116,Rømskog (-2019),67-74 years,Residents in dwellings,2018,
117,Rømskog (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
118,Rømskog (-2019),75-79 years,Residents in dwellings,2018,
119,Rømskog (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
120,Rømskog (-2019),80-84 years,Residents in dwellings,2018,
121,Rømskog (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
122,Rømskog (-2019),85-89 years,Residents in dwellings,2018,
123,Rømskog (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
124,Rømskog (-2019),90 years or older,Residents in dwellings,2018,
125,Rømskog (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
126,Rømskog (-2019),Unknown age,Residents in dwellings,2018,
127,Rømskog (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
128,Trøgstad (-2019),"Years, total",Residents in dwellings,2018,97.0
129,Trøgstad (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,18.14
130,Trøgstad (-2019),Under 67 years,Residents in dwellings,2018,48.0
131,Trøgstad (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,10.82
132,Trøgstad (-2019),67-74 years,Residents in dwellings,2018,10.0
133,Trøgstad (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,21.1
134,Trøgstad (-2019),75-79 years,Residents in dwellings,2018,9.0
135,Trøgstad (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,44.12
136,Trøgstad (-2019),80-84 years,Residents in dwellings,2018,11.0
137,Trøgstad (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,111.12
138,Trøgstad (-2019),85-89 years,Residents in dwellings,2018,10.0
139,Trøgstad (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,123.46
140,Trøgstad (-2019),90 years or older,Residents in dwellings,2018,9.0
141,Trøgstad (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,176.48
142,Trøgstad (-2019),Unknown age,Residents in dwellings,2018,
143,Trøgstad (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
144,Spydeberg (-2019),"Years, total",Residents in dwellings,2018,102.0
145,Spydeberg (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,16.88
146,Spydeberg (-2019),Under 67 years,Residents in dwellings,2018,48.0
147,Spydeberg (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,9.56
148,Spydeberg (-2019),67-74 years,Residents in dwellings,2018,14.0
149,Spydeberg (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,24.52
150,Spydeberg (-2019),75-79 years,Residents in dwellings,2018,9.0
151,Spydeberg (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,40.9
152,Spydeberg (-2019),80-84 years,Residents in dwellings,2018,6.0
153,Spydeberg (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,55.56
154,Spydeberg (-2019),85-89 years,Residents in dwellings,2018,17.0
155,Spydeberg (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,212.5
156,Spydeberg (-2019),90 years or older,Residents in dwellings,2018,8.0
157,Spydeberg (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,216.22
158,Spydeberg (-2019),Unknown age,Residents in dwellings,2018,
159,Spydeberg (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
160,Askim (-2019),"Years, total",Residents in dwellings,2018,211.0
161,Askim (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,13.3
162,Askim (-2019),Under 67 years,Residents in dwellings,2018,96.0
163,Askim (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,7.28
164,Askim (-2019),67-74 years,Residents in dwellings,2018,31.0
165,Askim (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,20.5
166,Askim (-2019),75-79 years,Residents in dwellings,2018,29.0
167,Askim (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,55.88
168,Askim (-2019),80-84 years,Residents in dwellings,2018,23.0
169,Askim (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,76.92
170,Askim (-2019),85-89 years,Residents in dwellings,2018,15.0
171,Askim (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,75.38
172,Askim (-2019),90 years or older,Residents in dwellings,2018,17.0
173,Askim (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,124.08
174,Askim (-2019),Unknown age,Residents in dwellings,2018,
175,Askim (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
176,Eidsberg (-2019),"Years, total",Residents in dwellings,2018,65.0
177,Eidsberg (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,5.68
178,Eidsberg (-2019),Under 67 years,Residents in dwellings,2018,
179,Eidsberg (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
180,Eidsberg (-2019),67-74 years,Residents in dwellings,2018,
181,Eidsberg (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
182,Eidsberg (-2019),75-79 years,Residents in dwellings,2018,
183,Eidsberg (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
184,Eidsberg (-2019),80-84 years,Residents in dwellings,2018,
185,Eidsberg (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
186,Eidsberg (-2019),85-89 years,Residents in dwellings,2018,7.0
187,Eidsberg (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,37.64
188,Eidsberg (-2019),90 years or older,Residents in dwellings,2018,7.0
189,Eidsberg (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,53.44
190,Eidsberg (-2019),Unknown age,Residents in dwellings,2018,
191,Eidsberg (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
192,Skiptvet (-2019),"Years, total",Residents in dwellings,2018,13.0
193,Skiptvet (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,3.42
194,Skiptvet (-2019),Under 67 years,Residents in dwellings,2018,6.0
195,Skiptvet (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,1.86
196,Skiptvet (-2019),67-74 years,Residents in dwellings,2018,
197,Skiptvet (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
198,Skiptvet (-2019),75-79 years,Residents in dwellings,2018,
199,Skiptvet (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
200,Skiptvet (-2019),80-84 years,Residents in dwellings,2018,
201,Skiptvet (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
202,Skiptvet (-2019),85-89 years,Residents in dwellings,2018,
203,Skiptvet (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
204,Skiptvet (-2019),90 years or older,Residents in dwellings,2018,
205,Skiptvet (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
206,Skiptvet (-2019),Unknown age,Residents in dwellings,2018,
207,Skiptvet (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
208,Rakkestad (-2019),"Years, total",Residents in dwellings,2018,187.0
209,Rakkestad (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,22.72
210,Rakkestad (-2019),Under 67 years,Residents in dwellings,2018,94.0
211,Rakkestad (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,13.84
212,Rakkestad (-2019),67-74 years,Residents in dwellings,2018,17.0
213,Rakkestad (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,22.14
214,Rakkestad (-2019),75-79 years,Residents in dwellings,2018,15.0
215,Rakkestad (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,56.6
216,Rakkestad (-2019),80-84 years,Residents in dwellings,2018,14.0
217,Rakkestad (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,73.3
218,Rakkestad (-2019),85-89 years,Residents in dwellings,2018,18.0
219,Rakkestad (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,133.34
220,Rakkestad (-2019),90 years or older,Residents in dwellings,2018,29.0
221,Rakkestad (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,353.66
222,Rakkestad (-2019),Unknown age,Residents in dwellings,2018,
223,Rakkestad (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
224,Råde (-2019),"Years, total",Residents in dwellings,2018,
225,Råde (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,
226,Råde (-2019),Under 67 years,Residents in dwellings,2018,
227,Råde (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
228,Råde (-2019),67-74 years,Residents in dwellings,2018,
229,Råde (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
230,Råde (-2019),75-79 years,Residents in dwellings,2018,
231,Råde (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
232,Råde (-2019),80-84 years,Residents in dwellings,2018,
233,Råde (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
234,Råde (-2019),85-89 years,Residents in dwellings,2018,
235,Råde (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
236,Råde (-2019),90 years or older,Residents in dwellings,2018,
237,Råde (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
238,Råde (-2019),Unknown age,Residents in dwellings,2018,
239,Råde (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
240,Rygge (-2019),"Years, total",Residents in dwellings,2018,154.0
241,Rygge (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,9.54
242,Rygge (-2019),Under 67 years,Residents in dwellings,2018,91.0
243,Rygge (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,6.78
244,Rygge (-2019),67-74 years,Residents in dwellings,2018,14.0
245,Rygge (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,9.82
246,Rygge (-2019),75-79 years,Residents in dwellings,2018,7.0
247,Rygge (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,13.14
248,Rygge (-2019),80-84 years,Residents in dwellings,2018,9.0
249,Rygge (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,21.42
250,Rygge (-2019),85-89 years,Residents in dwellings,2018,17.0
251,Rygge (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,75.22
252,Rygge (-2019),90 years or older,Residents in dwellings,2018,16.0
253,Rygge (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,145.46
254,Rygge (-2019),Unknown age,Residents in dwellings,2018,
255,Rygge (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
256,Våler (Østfold) (-2019),"Years, total",Residents in dwellings,2018,57.0
257,Våler (Østfold) (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,10.2
258,Våler (Østfold) (-2019),Under 67 years,Residents in dwellings,2018,19.0
259,Våler (Østfold) (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.88
260,Våler (Østfold) (-2019),67-74 years,Residents in dwellings,2018,8.0
261,Våler (Østfold) (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,20.06
262,Våler (Østfold) (-2019),75-79 years,Residents in dwellings,2018,5.0
263,Våler (Østfold) (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,31.06
264,Våler (Østfold) (-2019),80-84 years,Residents in dwellings,2018,11.0
265,Våler (Østfold) (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,130.96
266,Våler (Østfold) (-2019),85-89 years,Residents in dwellings,2018,6.0
267,Våler (Østfold) (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,139.54
268,Våler (Østfold) (-2019),90 years or older,Residents in dwellings,2018,8.0
269,Våler (Østfold) (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,421.06
270,Våler (Østfold) (-2019),Unknown age,Residents in dwellings,2018,
271,Våler (Østfold) (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
272,Hobøl (-2019),"Years, total",Residents in dwellings,2018,17.0
273,Hobøl (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,3.02
274,Hobøl (-2019),Under 67 years,Residents in dwellings,2018,
275,Hobøl (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
276,Hobøl (-2019),67-74 years,Residents in dwellings,2018,
277,Hobøl (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
278,Hobøl (-2019),75-79 years,Residents in dwellings,2018,
279,Hobøl (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
280,Hobøl (-2019),80-84 years,Residents in dwellings,2018,
281,Hobøl (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
282,Hobøl (-2019),85-89 years,Residents in dwellings,2018,
283,Hobøl (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
284,Hobøl (-2019),90 years or older,Residents in dwellings,2018,
285,Hobøl (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
286,Hobøl (-2019),Unknown age,Residents in dwellings,2018,
287,Hobøl (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
288,Vestby (-2019),"Years, total",Residents in dwellings,2018,182.0
289,Vestby (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,10.22
290,Vestby (-2019),Under 67 years,Residents in dwellings,2018,47.0
291,Vestby (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.08
292,Vestby (-2019),67-74 years,Residents in dwellings,2018,38.0
293,Vestby (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,24.4
294,Vestby (-2019),75-79 years,Residents in dwellings,2018,23.0
295,Vestby (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,41.66
296,Vestby (-2019),80-84 years,Residents in dwellings,2018,23.0
297,Vestby (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,86.8
298,Vestby (-2019),85-89 years,Residents in dwellings,2018,28.0
299,Vestby (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,180.64
300,Vestby (-2019),90 years or older,Residents in dwellings,2018,23.0
301,Vestby (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,306.66
302,Vestby (-2019),Unknown age,Residents in dwellings,2018,
303,Vestby (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
304,Ski (-2019),"Years, total",Residents in dwellings,2018,143.0
305,Ski (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,4.64
306,Ski (-2019),Under 67 years,Residents in dwellings,2018,85.0
307,Ski (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.2
308,Ski (-2019),67-74 years,Residents in dwellings,2018,8.0
309,Ski (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,3.62
310,Ski (-2019),75-79 years,Residents in dwellings,2018,15.0
311,Ski (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,15.46
312,Ski (-2019),80-84 years,Residents in dwellings,2018,16.0
313,Ski (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,27.5
314,Ski (-2019),85-89 years,Residents in dwellings,2018,7.0
315,Ski (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,19.78
316,Ski (-2019),90 years or older,Residents in dwellings,2018,12.0
317,Ski (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,64.18
318,Ski (-2019),Unknown age,Residents in dwellings,2018,
319,Ski (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
320,Ås (-2019),"Years, total",Residents in dwellings,2018,81.0
321,Ås (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,3.98
322,Ås (-2019),Under 67 years,Residents in dwellings,2018,28.0
323,Ås (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,1.58
324,Ås (-2019),67-74 years,Residents in dwellings,2018,12.0
325,Ås (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,9.6
326,Ås (-2019),75-79 years,Residents in dwellings,2018,12.0
327,Ås (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,22.52
328,Ås (-2019),80-84 years,Residents in dwellings,2018,9.0
329,Ås (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,25.42
330,Ås (-2019),85-89 years,Residents in dwellings,2018,11.0
331,Ås (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,40.9
332,Ås (-2019),90 years or older,Residents in dwellings,2018,9.0
333,Ås (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,67.16
334,Ås (-2019),Unknown age,Residents in dwellings,2018,
335,Ås (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
336,Frogn (-2019),"Years, total",Residents in dwellings,2018,78.0
337,Frogn (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,4.94
338,Frogn (-2019),Under 67 years,Residents in dwellings,2018,
339,Frogn (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
340,Frogn (-2019),67-74 years,Residents in dwellings,2018,
341,Frogn (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
342,Frogn (-2019),75-79 years,Residents in dwellings,2018,
343,Frogn (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
344,Frogn (-2019),80-84 years,Residents in dwellings,2018,
345,Frogn (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
346,Frogn (-2019),85-89 years,Residents in dwellings,2018,
347,Frogn (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
348,Frogn (-2019),90 years or older,Residents in dwellings,2018,
349,Frogn (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
350,Frogn (-2019),Unknown age,Residents in dwellings,2018,
351,Frogn (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
352,Nesodden (-2019),"Years, total",Residents in dwellings,2018,51.0
353,Nesodden (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,2.62
354,Nesodden (-2019),Under 67 years,Residents in dwellings,2018,49.0
355,Nesodden (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,2.92
356,Nesodden (-2019),67-74 years,Residents in dwellings,2018,
357,Nesodden (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
358,Nesodden (-2019),75-79 years,Residents in dwellings,2018,
